respondent_id,survey_year,region,province,sex,age,civil_status,education_level,years_of_schooling,employment_status,occupation_type,monthly_income_php,household_size,num_children,housing_type,water_source,toilet_facility,electricity_source,internet_access,health_insurance,food_insecurity_score,bmi,mental_health_score,dist_to_health_facility_km,received_gov_aid,gov_aid_amount_php
PH-002428,2023,Region VI,Region VI Province,Female,36,Live-in,College,15,Retired,IT/Tech,9521.0,4,0,Rented,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Broadband,PhilHealth Only,3,19.0,11.0,2.0,0,0
PH-002429,2022,Region VI,Region VI Province,Female,25,Separated/Annulled,High School,12,Employed,Education,10096.0,3,3,Owned - Light Materials,Deep Well,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,3,28.6,10.0,1.7,1,1000
PH-002430,2019,Region X,Region X Province,Male,31,Live-in,Vocational/Tech,14,Unemployed,None/Informal,,3,4,Owned - Light Materials,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,None,2,28.3,12.0,10.5,1,500
PH-002431,2019,Region IX,Region IX Province,Male,30,Married,Vocational/Tech,13,Unemployed,None/Informal,,6,5,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,None,None,3,,0.0,7.1,1,1000
PH-002432,2022,CAR,CAR Province,Female,15,Single,High School,9,Student,None/Informal,0.0,4,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,26.3,9.0,21.0,1,1000
PH-002433,2023,Region IV-A,Laguna,Male,23,Married,College,16,Unemployed,None/Informal,0.0,3,0,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,4,28.3,10.0,8.6,0,0
PH-002434,2023,Region XI,Davao del Norte,Female,20,Live-in,College,16,Employed,Retail/Trade,,7,3,Owned - Light Materials,Deep Well,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,17.5,5.0,2.8,1,1000
PH-002435,2021,Region XI,Davao de Oro,Female,43,Widowed,Postgraduate,17,Unemployed,None/Informal,,2,3,Rented,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,,,2.0,1,2000
PH-002436,2021,Region III,Region III Province,Male,24,Married,High School,9,Retired,Manufacturing,16315.0,6,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Generator,Both,PhilHealth + HMO,2,16.0,,10.7,1,1000
PH-002437,2022,Region IV-B,Region IV-B Province,Male,19,Married,No Formal Education,0,Self-Employed,Healthcare,27273.0,6,0,Owned - Concrete,Deep Well,Pit Latrine,Meralco/Electric Coop,None,None,3,,8.0,13.6,0,0
PH-002438,2019,Region I,La Union,Male,15,Married,College,15,Self-Employed,None/Informal,45946.0,4,3,Rented,Deep Well,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,,9.0,0.6,0,0
PH-002439,2022,Region V,Region V Province,Male,42,Widowed,High School,10,Underemployed,None/Informal,15507.0,5,3,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,None,3,25.1,3.0,2.9,0,0
PH-002440,2020,CARAGA,CARAGA Province,Male,49,Widowed,High School,9,Employed,Agriculture/Fishing,57630.0,4,2,Owned - Light Materials,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,2,29.4,14.0,25.6,1,1000
PH-002441,2023,Region III,Region III Province,Male,24,Married,Postgraduate,19,Employed,Education,19403.0,5,3,Shared/Rent-free,Piped/NAWASA,Pit Latrine,None,Mobile Data Only,None,2,,12.0,7.2,1,1000
PH-002442,2023,Region XI,Davao del Sur,Male,24,Widowed,High School,10,Underemployed,Government,26310.0,6,2,Rented,Deep Well,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,3,26.8,3.0,5.1,0,0
PH-002443,2020,Region XII,Region XII Province,Male,15,Married,High School,9,Retired,Manufacturing,14052.0,1,4,Rented,Piped/NAWASA,Water-sealed/Flush,None,Both,None,2,23.6,7.0,4.1,0,0
PH-002444,2021,Region IV-B,Region IV-B Province,Female,52,Live-in,Elementary,5,Employed,Education,5471.0,7,2,Shared/Rent-free,Piped/NAWASA,None,Meralco/Electric Coop,Both,PhilHealth Only,2,20.0,18.0,2.2,0,0
PH-002445,2021,Region VI,Region VI Province,Male,21,Live-in,College,18,Retired,Manufacturing,15598.0,5,0,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth + HMO,3,20.2,16.0,8.2,0,0
PH-002446,2022,Region VIII,Region VIII Province,Female,41,Widowed,Vocational/Tech,14,Employed,Manufacturing,,7,2,Rented,Piped/NAWASA,None,None,Both,PhilHealth + HMO,2,26.4,,2.0,1,500
PH-002447,2023,NCR,Metro Manila,Female,30,Separated/Annulled,College,16,Employed,Retail/Trade,31252.0,4,0,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,4,34.2,8.0,0.5,0,0
PH-002448,2021,Region VII,Cebu,Male,16,Separated/Annulled,Postgraduate,18,Unemployed,None/Informal,,5,3,Owned - Concrete,Communal Faucet,Water-sealed/Flush,None,Broadband,PhilHealth Only,4,24.5,8.0,1.7,0,0
PH-002449,2018,Region VII,Cebu,Male,45,Single,High School,9,Unemployed,None/Informal,-999.0,6,0,Owned - Light Materials,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Both,None,5,26.9,14.0,1.0,1,500
PH-002450,2020,Region IX,Region IX Province,Male,18,Live-in,Postgraduate,17,Underemployed,None/Informal,12400.0,5,4,Owned - Concrete,Deep Well,Shared Toilet,Meralco/Electric Coop,None,PhilHealth + HMO,3,23.5,6.0,8.7,1,1000
PH-002451,2021,Region IV-B,Region IV-B Province,Male,23,Widowed,Postgraduate,17,Unemployed,None/Informal,0.0,7,1,Owned - Concrete,Piped/NAWASA,None,None,Mobile Data Only,HMO Only,5,,10.0,3.4,0,0
PH-002452,2018,Region XII,Region XII Province,Male,30,Separated/Annulled,Elementary,5,Self-Employed,Retail/Trade,,4,1,Owned - Concrete,Piped/NAWASA,None,Generator,None,None,3,24.8,0.0,6.4,1,1000
PH-002453,2019,Region VII,Siquijor,Male,23,Live-in,High School,11,Employed,Manufacturing,12185.0,1,0,Owned - Concrete,Deep Well,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,1,21.5,17.0,3.4,1,1000
PH-002454,2019,Region I,Ilocos Sur,Female,37,Widowed,High School,10,Self-Employed,Transport/Logistics,30954.0,5,1,Informal Settler,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth + HMO,1,30.6,17.0,0.0,0,0
PH-002455,2023,Region III,Region III Province,Male,22,Married,Elementary,6,Self-Employed,Transport/Logistics,20580.0,3,2,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,2,33.6,13.0,5.6,1,1000
PH-002456,2020,CARAGA,CARAGA Province,Male,47,Live-in,College,17,Self-Employed,Government,47265.0,3,0,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,None,3,28.1,11.0,1.0,1,1000
PH-002457,2023,Region VIII,Region VIII Province,Female,25,Married,College,17,Retired,IT/Tech,9608.0,4,5,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,None,Both,PhilHealth Only,1,,,11.8,1,1000
PH-002458,2023,Region VIII,Region VIII Province,Male,30,Separated/Annulled,Postgraduate,17,Unemployed,None/Informal,,5,2,Owned - Light Materials,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,4,24.1,10.0,2.6,1,1000
PH-002459,2019,Region VI,Region VI Province,Female,43,Single,High School,10,Unemployed,None/Informal,0.0,5,1,Owned - Concrete,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Both,PhilHealth Only,5,21.7,5.0,11.0,0,0
PH-002460,2023,Region VIII,Region VIII Province,Male,25,Single,College,16,Student,None/Informal,0.0,3,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,25.4,,3.4,1,500
PH-002461,2019,Region I,Ilocos Sur,Male,27,Widowed,High School,9,Employed,Education,23240.0,5,2,Rented,Piped/NAWASA,None,None,None,None,1,29.0,9.0,9.2,0,0
PH-002462,2019,CAR,CAR Province,Female,40,Married,High School,9,Self-Employed,IT/Tech,47136.0,5,4,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,24.1,19.0,18.2,0,0
PH-002463,2019,Region III,Region III Province,Female,41,Married,High School,10,Employed,Healthcare,11318.0,2,2,Informal Settler,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Both,None,3,21.9,8.0,9.8,0,0
PH-002464,2020,Region VIII,Region VIII Province,Female,43,Single,College,16,Employed,Manufacturing,12275.0,4,0,Owned - Light Materials,Piped/NAWASA,None,Solar,Broadband,None,2,22.8,9.0,1.2,0,0
PH-002465,2023,Region XII,Region XII Province,Female,33,Live-in,Elementary,6,Employed,Construction,17389.0,1,5,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,HMO Only,4,22.9,8.0,1.5,1,1000
PH-002466,2022,Region VI,Region VI Province,Female,55,Widowed,Elementary,7,Underemployed,Retail/Trade,34497.0,5,3,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,18.9,5.0,5.4,0,0
PH-002467,2023,Region VIII,Region VIII Province,Male,29,Live-in,Elementary,8,Student,None/Informal,0.0,4,1,Informal Settler,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,None,None,3,24.7,2.0,2.8,0,0
PH-002468,2023,Region II,Region II Province,Female,19,Separated/Annulled,College,16,Student,None/Informal,,6,0,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,5,30.3,6.0,2.8,0,0
PH-002469,2022,NCR,Metro Manila,Male,30,Widowed,Elementary,7,Employed,Manufacturing,23423.0,2,1,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,4,27.3,3.0,0.1,0,0
PH-002470,2021,CARAGA,CARAGA Province,Female,31,Separated/Annulled,Postgraduate,20,Employed,Government,21416.0,5,1,Rented,Piped/NAWASA,Water-sealed/Flush,Generator,Mobile Data Only,None,3,32.6,16.0,11.7,0,0
PH-002471,2022,Region VII,Cebu,Male,32,Live-in,Elementary,6,Self-Employed,None/Informal,19653.0,6,1,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,3,24.7,5.0,0.9,0,0
PH-002472,2023,Region I,Pangasinan,Male,38,Single,Elementary,6,Employed,None/Informal,23468.0,5,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,4,20.8,16.0,0.2,1,1000
PH-002473,2023,Region XI,Davao del Norte,Female,40,Separated/Annulled,College,16,Student,None/Informal,0.0,5,0,Owned - Concrete,Deep Well,Shared Toilet,Meralco/Electric Coop,Broadband,None,4,29.9,0.0,6.5,0,0
PH-002474,2018,Region IV-A,Laguna,Male,15,Separated/Annulled,High School,12,Unemployed,None/Informal,,3,4,Shared/Rent-free,Shallow Well,Water-sealed/Flush,None,Mobile Data Only,None,3,19.6,7.0,11.2,1,500
PH-002475,2021,Region III,Region III Province,Female,15,Widowed,High School,11,Retired,IT/Tech,6499.0,7,4,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,19.3,19.0,9.8,1,500
PH-002476,2023,Region XII,Region XII Province,Male,43,Widowed,Vocational/Tech,11,Self-Employed,IT/Tech,14951.0,4,1,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,None,3,,12.0,1.8,1,1500
PH-002477,2021,Region IV-B,Region IV-B Province,Female,51,Married,College,15,Employed,Transport/Logistics,29374.0,6,4,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,1,24.3,,0.3,1,500
PH-002478,2021,Region III,Region III Province,Female,39,Widowed,Vocational/Tech,14,Self-Employed,Healthcare,109856.0,1,2,Owned - Concrete,Piped/NAWASA,Pit Latrine,None,Broadband,PhilHealth Only,3,25.0,9.0,1.1,0,0
PH-002479,2020,Region IV-B,Region IV-B Province,Female,37,Live-in,Elementary,8,Employed,Retail/Trade,15458.0,1,3,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,,11.0,8.2,1,1000
PH-002480,2018,Region XII,Region XII Province,Female,37,Single,Postgraduate,19,Unemployed,None/Informal,0.0,6,1,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,None,HMO Only,5,25.8,8.0,1.2,0,0
PH-002481,2023,Region XII,Region XII Province,Female,38,Married,Vocational/Tech,14,Employed,Government,14776.0,3,0,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,1,33.4,14.0,10.8,0,0
PH-002482,2022,NCR,Metro Manila,Female,20,Married,College,18,Employed,Construction,25406.0,2,1,Rented,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,29.7,6.0,2.1,1,1000
PH-002483,2018,Region IV-B,Region IV-B Province,Male,42,Separated/Annulled,High School,9,Student,None/Informal,0.0,8,0,Owned - Light Materials,Piped/NAWASA,Pit Latrine,None,Both,None,5,29.3,3.0,8.0,1,1500
PH-002484,2021,CARAGA,CARAGA Province,Male,39,Live-in,College,18,Student,None/Informal,0.0,4,0,Shared/Rent-free,Deep Well,Water-sealed/Flush,None,Both,PhilHealth Only,3,33.1,,17.5,1,1500
PH-002485,2022,Region VIII,Region VIII Province,Female,25,Married,College,17,Employed,Construction,15246.0,6,0,Shared/Rent-free,Deep Well,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,2,24.6,8.0,4.5,1,1500
PH-002486,2021,Region XI,Davao del Sur,Female,39,Widowed,College,16,Self-Employed,Construction,,6,0,Informal Settler,Deep Well,None,Meralco/Electric Coop,Broadband,PhilHealth Only,3,29.5,14.0,0.9,0,0
PH-002487,2021,Region IV-B,Region IV-B Province,Female,39,Married,High School,10,Employed,Construction,7428.0,4,4,Rented,Deep Well,Water-sealed/Flush,Generator,Both,PhilHealth Only,3,21.0,13.0,0.4,1,1500
PH-002488,2019,Region VI,Region VI Province,Female,27,Widowed,College,15,Unemployed,None/Informal,,5,1,Informal Settler,Shallow Well,Pit Latrine,Meralco/Electric Coop,None,PhilHealth + HMO,3,27.6,10.0,5.8,0,0
PH-002489,2019,Region V,Region V Province,Male,30,Single,Elementary,6,Underemployed,Education,16075.0,4,2,Rented,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Both,HMO Only,2,23.7,3.0,4.9,0,0
PH-002490,2020,Region X,Region X Province,Male,25,Married,Postgraduate,18,Unemployed,None/Informal,,2,2,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,27.8,,6.2,0,0
PH-002491,2019,Region VII,Negros Oriental,Female,41,Married,Vocational/Tech,12,Retired,Government,11824.0,3,2,Rented,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,24.5,0.0,5.5,1,2000
PH-002492,2021,CAR,CAR Province,Female,61,Widowed,College,15,Self-Employed,None/Informal,19613.0,3,2,Shared/Rent-free,Shallow Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,29.5,2.0,17.1,0,0
PH-002493,2020,CARAGA,CARAGA Province,Male,42,Live-in,High School,9,Employed,Manufacturing,22352.0,5,3,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,19.7,14.0,11.5,1,1500
PH-002494,2020,Region XI,Davao del Norte,Female,35,Separated/Annulled,College,18,Self-Employed,Manufacturing,25435.0,4,3,Owned - Concrete,Shallow Well,Shared Toilet,None,None,None,2,19.8,7.0,5.5,1,500
PH-002495,2018,Region III,Region III Province,Male,49,Separated/Annulled,High School,12,Employed,Manufacturing,34956.0,3,5,Rented,Piped/NAWASA,Pit Latrine,None,Both,None,3,29.9,,6.6,1,2000
PH-002496,2020,Region XII,Region XII Province,Male,45,Widowed,High School,9,Underemployed,IT/Tech,-999.0,6,3,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Broadband,PhilHealth + HMO,2,22.1,,7.8,1,500
PH-002497,2020,Region VI,Region VI Province,Female,32,Widowed,Elementary,5,Underemployed,Retail/Trade,22756.0,7,0,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,None,None,2,,12.0,3.4,0,0
PH-002498,2023,Region IV-A,Rizal,Female,51,Married,Vocational/Tech,14,Employed,Manufacturing,31396.0,4,0,Shared/Rent-free,Bottled/Delivered,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,1,25.7,0.0,8.0,0,0
PH-002499,2021,Region VII,Negros Oriental,Female,33,Widowed,College,16,Self-Employed,Transport/Logistics,170391.0,8,1,Owned - Concrete,Shallow Well,Shared Toilet,Meralco/Electric Coop,None,PhilHealth + HMO,2,28.7,17.0,0.1,1,500
PH-002500,2022,Region IV-A,Rizal,Male,15,Single,Elementary,7,Employed,Transport/Logistics,16760.0,5,2,Owned - Light Materials,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,19.5,0.0,7.6,1,500
PH-002501,2020,Region IV-B,Region IV-B Province,Female,25,Married,No Formal Education,1,Unemployed,None/Informal,0.0,1,2,Informal Settler,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,,9.0,4.5,0,0
PH-002502,2019,Region XI,Davao del Sur,Female,30,Separated/Annulled,College,17,Self-Employed,IT/Tech,10841.0,3,2,Owned - Light Materials,Shallow Well,Pit Latrine,None,None,PhilHealth Only,3,,3.0,4.5,0,0
PH-002503,2023,Region III,Region III Province,Female,15,Single,College,18,Student,None/Informal,0.0,5,4,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,,9.0,8.8,0,0
PH-002504,2022,Region IV-B,Region IV-B Province,Male,29,Separated/Annulled,High School,9,Self-Employed,Manufacturing,-999.0,1,2,Rented,Deep Well,Water-sealed/Flush,None,Both,PhilHealth Only,5,25.7,7.0,6.0,0,0
PH-002505,2022,Region I,Ilocos Norte,Male,34,Widowed,College,17,Retired,Healthcare,7149.0,6,2,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,4,20.4,14.0,7.0,0,0
PH-002506,2020,Region IX,Region IX Province,Male,28,Widowed,Elementary,8,Unemployed,None/Informal,,6,1,Informal Settler,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,21.3,1.0,6.4,0,0
PH-002507,2021,BARMM,Maguindanao,Female,15,Married,High School,12,Unemployed,None/Informal,0.0,2,0,Owned - Light Materials,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,23.9,9.0,4.7,1,1500
PH-002508,2018,BARMM,Maguindanao,Male,20,Single,Vocational/Tech,11,Employed,Healthcare,32164.0,3,2,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,25.3,,16.1,0,0
PH-002509,2020,Region IV-A,Laguna,Female,30,Separated/Annulled,College,15,Underemployed,IT/Tech,15193.0,4,2,Informal Settler,Deep Well,None,Generator,None,None,2,23.8,13.0,2.0,0,0
PH-002510,2020,Region III,Region III Province,Male,22,Separated/Annulled,Postgraduate,18,Unemployed,None/Informal,,2,0,Owned - Light Materials,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,2,25.2,6.0,6.5,0,0
PH-002511,2021,Region XII,Region XII Province,Male,35,Live-in,Elementary,5,Self-Employed,Construction,7471.0,5,3,Informal Settler,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,,5.0,5.3,0,0
PH-002512,2018,Region X,Region X Province,Female,19,Live-in,College,15,Student,None/Informal,0.0,1,1,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,22.8,2.0,3.8,0,0
PH-002513,2019,Region III,Region III Province,Male,38,Separated/Annulled,College,16,Unemployed,None/Informal,0.0,4,2,Rented,Deep Well,Shared Toilet,Generator,Mobile Data Only,PhilHealth + HMO,3,29.4,2.0,6.5,1,1500
PH-002514,2021,Region V,Region V Province,Female,49,Live-in,Elementary,7,Employed,Transport/Logistics,32485.0,4,1,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,18.5,5.0,3.8,0,0
PH-002515,2022,Region III,Region III Province,Male,49,Separated/Annulled,Elementary,5,Employed,IT/Tech,30572.0,3,1,Shared/Rent-free,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth + HMO,2,21.5,12.0,0.9,0,0
PH-002516,2021,Region XII,Region XII Province,Male,54,Widowed,No Formal Education,0,Self-Employed,Construction,40012.0,6,1,Owned - Concrete,Piped/NAWASA,Pit Latrine,None,Mobile Data Only,PhilHealth Only,2,18.5,6.0,6.5,1,1000
PH-002517,2018,Region XI,Davao de Oro,Male,50,Live-in,Elementary,8,Unemployed,None/Informal,,2,1,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Solar,None,None,3,18.6,10.0,2.8,1,1500
PH-002518,2021,CARAGA,CARAGA Province,Male,32,Single,Elementary,5,Employed,Retail/Trade,18561.0,3,2,Owned - Light Materials,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,2,,6.0,14.2,1,1000
PH-002519,2023,Region XI,Davao del Norte,Male,54,Married,Postgraduate,17,Employed,Healthcare,26474.0,6,0,Owned - Concrete,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,19.9,0.0,2.8,0,0
PH-002520,2019,CAR,CAR Province,Male,49,Widowed,College,15,Employed,Retail/Trade,43045.0,5,0,Owned - Light Materials,Deep Well,Shared Toilet,Meralco/Electric Coop,None,None,2,,8.0,0.9,1,1000
PH-002521,2022,CARAGA,CARAGA Province,Male,24,Separated/Annulled,High School,9,Employed,Government,23424.0,5,0,Rented,Piped/NAWASA,Shared Toilet,None,Broadband,PhilHealth Only,2,25.1,12.0,16.9,0,0
PH-002522,2022,Region I,La Union,Male,41,Live-in,No Formal Education,0,Student,None/Informal,0.0,3,0,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,3,28.7,14.0,7.1,1,1000
PH-002523,2019,CAR,CAR Province,Male,40,Widowed,College,15,Employed,Manufacturing,30570.0,3,1,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,4,20.5,16.0,9.7,0,0
PH-002524,2018,Region XII,Region XII Province,Female,50,Single,College,16,Self-Employed,Construction,10466.0,5,0,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,1,25.4,13.0,2.5,1,500
PH-002525,2021,CAR,CAR Province,Male,17,Single,High School,11,Self-Employed,Government,23037.0,4,2,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,24.3,18.0,13.6,1,1000
PH-002526,2018,Region I,Ilocos Norte,Female,30,Married,Elementary,5,Self-Employed,Transport/Logistics,9256.0,4,1,Owned - Light Materials,Shallow Well,Shared Toilet,None,None,PhilHealth Only,3,26.4,2.0,5.5,0,0
